fl_date	mkt_unique_carrier	branded_code_share	mkt_carrier	mkt_carrier_fl_num	op_unique_carrier	tail_num	op_carrier_fl_num	origin_airport_id	origin	origin_city_name	dest_airport_id	dest	dest_city_name	crs_dep_time	dep_time	dep_delay	taxi_out	wheels_off	wheels_on	taxi_in	crs_arr_time	arr_time	arr_delay	cancelled	cancellation_code	diverted	dup	crs_elapsed_time	actual_elapsed_time	air_time	flights	distance	carrier_delay	weather_delay	nas_delay	security_delay	late_aircraft_delay	first_dep_time	total_add_gtime	longest_add_gtime	no_name
2019-07-13	DL	DL_CODESHARE	DL	3740	OO	N625CA	3740	14576	ROC	Rochester, NY	11433	DTW	Detroit, MI	1747	1808	21	15	1823	1914	7	1907	1921	14	0		0	N	80	73	51	1	296									
2018-12-18	AA	AA_CODESHARE	AA	4841	PT	N907BP	4841	11057	CLT	Charlotte, NC	13230	MDT	Harrisburg, PA	2025	2017	-8	17	2034	2141	11	2203	2152	-11	0		0	N	98	95	67	1	413									
2018-08-23	UA	UA	UA	2353	UA	N62849	2353	14107	PHX	Phoenix, AZ	14771	SFO	San Francisco, CA	2002	2131	89	33	2204	2343	30	2200	13	133	0		0	N	118	162	99	1	651	0	0	44	0	89				
2019-09-26	WN	WN	WN	1279	WN	N754SW	1279	14057	PDX	Portland, OR	13198	MCI	Kansas City, MO	1610	1605	-5	11	1616	2059	3	2125	2102	-23	0		0	N	195	177	163	1	1482									
2018-10-24	DL	DL_CODESHARE	DL	3289	9E	N819AY	3289	10397	ATL	Atlanta, GA	14814	SHV	Shreveport, LA	1401	1358	-3	13	1411	1435	3	1445	1438	-7	0		0	N	104	100	84	1	551									
2019-02-04	UA	UA	UA	2244	UA	N36444	2244	14771	SFO	San Francisco, CA	11697	FLL	Fort Lauderdale, FL	1315	1314	-1	40	1354	2136	2	2136	2138	2	0		0	N	321	324	282	1	2584									
2019-04-12	AA	AA_CODESHARE	AA	5528	OH	N520DC	5528	10599	BHM	Birmingham, AL	11278	DCA	Washington, DC	1019	1015	-4	10	1025	1300	3	1315	1303	-12	0		0	N	116	108	95	1	653									
2019-06-10	AA	AA_CODESHARE	AA	5490	OH	N706PS	5490	12992	LIT	Little Rock, AR	11057	CLT	Charlotte, NC	1747	1833	46	10	1843	2111	12	2100	2123	23	0		0	N	133	110	88	1	640	4	0	0	0	19				
2018-11-25	UA	UA	UA	569	UA	N78524	569	14057	PDX	Portland, OR	14771	SFO	San Francisco, CA	1330	1329	-1	10	1339	1517	3	1513	1520	7	0		0	N	103	111	98	1	550									
2019-04-26	UA	UA	UA	244	UA	N825UA	244	11292	DEN	Denver, CO	10140	ABQ	Albuquerque, NM	1900	1919	19	20	1939	2031	6	2018	2037	19	0		0	N	78	78	52	1	349	17	0	0	0	2				
2019-12-02	AA	AA_CODESHARE	AA	5194	OH	N579NN	5194	11057	CLT	Charlotte, NC	12448	JAN	Jackson/Vicksburg, MS	925	923	-2	36	959	1032	7	1031	1039	8	0		0	N	126	136	93	1	562									
2018-07-15	AA	AA_CODESHARE	AA	5148	OH	N513AE	5148	11278	DCA	Washington, DC	10529	BDL	Hartford, CT	1659	1653	-6	21	1714	1813	3	1816	1816	0	0		0	N	77	83	59	1	313									
2018-06-08	AS	AS	AS	353	AS	N253AK	353	13796	OAK	Oakland, CA	14747	SEA	Seattle, WA	907	908	1	22	930	1104	6	1108	1110	2	0		0	N	121	122	94	1	672									
2019-06-26	DL	DL	DL	2049	DL	N583NW	2049	10397	ATL	Atlanta, GA	14771	SFO	San Francisco, CA	816	820	4	14	834	1010	8	1017	1018	1	0		0	N	301	298	276	1	2139									
2019-07-22	UA	UA_CODESHARE	UA	5730	OO	N903EV	5730	11109	COS	Colorado Springs, CO	11292	DEN	Denver, CO	1355	1346	-9	25	1411	1436	8	1443	1444	1	0		0	N	48	58	25	1	73									
2019-05-13	UA	UA	UA	688	UA	N39297	688	11292	DEN	Denver, CO	10299	ANC	Anchorage, AK	1910	1905	-5	22	1927	2231	2	2243	2233	-10	0		0	N	333	328	304	1	2405									
2018-10-11	DL	DL_CODESHARE	DL	5484	9E	N8836A	5484	10208	AGS	Augusta, GA	10397	ATL	Atlanta, GA	1914	1910	-4	23	1933	2009	8	2019	2017	-2	0		0	N	65	67	36	1	143									
2018-05-16	AA	AA	AA	2261	AA	N826NN	2261	11298	DFW	Dallas/Fort Worth, TX	14262	PSP	Palm Springs, CA	900	913	13	17	930	1025	5	1009	1030	21	0		0	N	189	197	175	1	1126	13	0	8	0	0				
2018-07-20	AS	AS_CODESHARE	AS	3338	OO	N192SY	3338	14679	SAN	San Diego, CA	13871	OMA	Omaha, NE	824	841	17	15	856	1339	7	1411	1346	-25	0		0	N	227	185	163	1	1313									
2018-01-08	AA	AA	AA	2274	AA	N808NN	2274	13930	ORD	Chicago, IL	10423	AUS	Austin, TX	1500	1456	-4	13	1509	1713	9	1747	1722	-25	0		0	N	167	146	124	1	977									
2019-11-17	AS	AS	AS	331	AS	N280AK	331	11618	EWR	Newark, NJ	12892	LAX	Los Angeles, CA	1905	1940	35	25	2005	2204	26	2235	2230	-5	0		0	N	390	350	299	1	2454									
2019-09-06	DL	DL_CODESHARE	DL	3824	OO	N920EV	3824	14814	SHV	Shreveport, LA	10397	ATL	Atlanta, GA	939	927	-12	13	940	1204	8	1227	1212	-15	0		0	N	108	105	84	1	551									
2018-11-10	B6	B6	B6	1308	B6	N375JB	1308	12264	IAD	Washington, DC	12478	JFK	New York, NY	1400	1349	-11	20	1409	1456	8	1515	1504	-11	0		0	N	75	75	47	1	228									
2019-02-22	B6	B6	B6	746	B6	N709JB	746	14254	PSE	Ponce, PR	12478	JFK	New York, NY	421	434	13	10	444	724	5	727	729	2	0		0	N	246	235	220	1	1617									
2019-10-28	UA	UA	UA	1231	UA	N75858	1231	12173	HNL	Honolulu, HI	12892	LAX	Los Angeles, CA	605	556	-9	18	614	1418	4	1423	1422	-1	0		0	N	318	326	304	1	2556									
2019-07-19	UA	UA	UA	1436	UA	N434UA	1436	13930	ORD	Chicago, IL	14869	SLC	Salt Lake City, UT	745	744	-1	24	808	958	6	1014	1004	-10	0		0	N	209	200	170	1	1250									
2019-12-30	B6	B6	B6	615	B6	N982JB	615	12478	JFK	New York, NY	14771	SFO	San Francisco, CA	1055	1052	-3	19	1111	1351	5	1445	1356	-49	0		0	N	410	364	340	1	2586									
2018-06-08	NK	NK	NK	445	NK	N534NK	445	11066	CMH	Columbus, OH	11697	FLL	Fort Lauderdale, FL	600	550	-10	9	559	811	10	838	821	-17	0		0	N	158	151	132	1	973									
2019-08-01	G4	G4	G4	1217	G4	251NV	1217	10821	BWI	Baltimore, MD	10431	AVL	Asheville, NC	2041	2123	42	15	2138	2242	5	2206	2247	41	0		0	N	85	84	64	1	414	0	0	0	0	41				
2018-06-27	AA	AA	AA	981	AA	N163AA	981	14107	PHX	Phoenix, AZ	11298	DFW	Dallas/Fort Worth, TX	1225	1225	0	21	1246	1640	16	1651	1656	5	0		0	N	146	151	114	1	868									
2019-12-29	AA	AA_CODESHARE	AA	3125	OO	N902EV	3125	13241	MEI	Meridian, MS	11298	DFW	Dallas/Fort Worth, TX	700	652	-8	11	703	826	12	900	838	-22	0		0	N	120	106	83	1	485									
2018-06-29	AA	AA_CODESHARE	AA	3025	OO	N715SK	3025	15412	TYS	Knoxville, TN	13930	ORD	Chicago, IL	1456	1451	-5	11	1502	1513	11	1547	1524	-23	0		0	N	111	93	71	1	475									
2018-06-22	F9	F9	F9	1266	F9	N318FR	1266	10140	ABQ	Albuquerque, NM	13204	MCO	Orlando, FL	40	27	-13	14	41	544	28	620	612	-8	0		0	N	220	225	183	1	1553									
2018-10-19	NK	NK	NK	513	NK	N508NK	513	12889	LAS	Las Vegas, NV	14679	SAN	San Diego, CA	2150	2146	-4	17	2203	2248	9	2257	2257	0	0		0	N	67	71	45	1	258									
2018-05-09	UA	UA_CODESHARE	UA	5018	OO	N709BR	5018	13121	LWB	Lewisburg, WV	13930	ORD	Chicago, IL	1515	1515	0	10	1525	1542	6	1605	1548	-17	0		0	N	110	93	77	1	489									
2018-08-14	B6	B6	B6	94	B6	N337JB	94	13204	MCO	Orlando, FL	12197	HPN	White Plains, NY	700	655	-5	13	708	921	4	938	925	-13	0		0	N	158	150	133	1	972									
2019-06-03	AA	AA	AA	1961	AA	N669AW	1961	10423	AUS	Austin, TX	11057	CLT	Charlotte, NC	1154	1147	-7	19	1206	1515	8	1537	1523	-14	0		0	N	163	156	129	1	1032									
2018-01-22	WN	WN	WN	1947	WN	N7816B	1947	14492	RDU	Raleigh/Durham, NC	10397	ATL	Atlanta, GA	1100	1104	4	17	1121	1228	6	1225	1234	9	0		0	N	85	90	67	1	356									
2019-12-01	AA	AA	AA	1507	AA	N150UW	1507	12953	LGA	New York, NY	11057	CLT	Charlotte, NC	1719	1717	-2	37	1754	1926	8	1937	1934	-3	0		0	N	138	137	92	1	544									
2018-09-24	DL	DL_CODESHARE	DL	5150	9E	N8877A	5150	10397	ATL	Atlanta, GA	14814	SHV	Shreveport, LA	1745	1740	-5	20	1800	1824	3	1830	1827	-3	0		0	N	105	107	84	1	551									
2019-09-30	WN	WN	WN	114	WN	N475WN	114	14869	SLC	Salt Lake City, UT	12889	LAS	Las Vegas, NV	1125	1119	-6	11	1130	1137	4	1155	1141	-14	0		0	N	90	82	67	1	368									
2019-01-21	UA	UA_CODESHARE	UA	3811	ZW	N457AW	3811	11996	GSP	Greer, SC	13930	ORD	Chicago, IL	1300	1253	-7	15	1308	1356	18	1410	1414	4	0		0	N	130	141	108	1	577									
2019-06-30	DL	DL_CODESHARE	DL	4295	OO	N868CA	4295	13487	MSP	Minneapolis, MN	13076	LSE	La Crosse, WI	1420	1610	110	12	1622	1645	3	1523	1648	85	0		0	N	63	38	23	1	119	0	85	0	0	0				
2019-10-17	AA	AA	AA	358	AA	N309PC	358	13930	ORD	Chicago, IL	12953	LGA	New York, NY	1230	1301	31	15	1316	1608	6	1539	1614	35	0		0	N	129	133	112	1	733	29	0	4	0	2				
2018-03-18	DL	DL_CODESHARE	DL	5806	CP	N627CZ	5806	14747	SEA	Seattle, WA	14252	PSC	Pasco/Kennewick/Richland, WA	1140	1151	11	23	1214	1249	4	1245	1253	8	0		0	N	65	62	35	1	172									
2019-07-30	B6	B6	B6	423	B6	N942JB	423	12478	JFK	New York, NY	12892	LAX	Los Angeles, CA	947	940	-7	27	1007	1213	17	1251	1230	-21	0		0	N	364	350	306	1	2475									
2018-04-02	AA	AA	AA	1635	AA	N102UW	1635	11057	CLT	Charlotte, NC	11278	DCA	Washington, DC	920	926	6	32	958	1050	3	1041	1053	12	0		0	N	81	87	52	1	331									
2018-03-09	AA	AA	AA	612	AA	N658AW	612	14107	PHX	Phoenix, AZ	10397	ATL	Atlanta, GA	1315	1312	-3	13	1325	1816	6	1850	1822	-28	0		0	N	215	190	171	1	1587									
2019-07-29	DL	DL	DL	2375	DL	N336NB	2375	14869	SLC	Salt Lake City, UT	12441	JAC	Jackson, WY	1100	1054	-6	21	1115	1147	4	1203	1151	-12	0		0	N	63	57	32	1	205									
2019-03-20	DL	DL_CODESHARE	DL	5516	9E	N604LR	5516	11433	DTW	Detroit, MI	11423	DSM	Des Moines, IA	1550	1547	-3	27	1614	1633	6	1648	1639	-9	0		0	N	118	112	79	1	533									
2018-08-01	F9	F9	F9	808	F9	N317FR	808	11292	DEN	Denver, CO	10643	BKG	Branson, MO	1533	1521	-12	13	1534	1754	6	1825	1800	-25	0		0	N	112	99	80	1	665									
2018-10-10	AS	AS_CODESHARE	AS	3341	OO	N171SY	3341	14893	SMF	Sacramento, CA	14747	SEA	Seattle, WA	840	902	22	14	916	1055	7	1048	1102	14	0		0	N	128	120	99	1	605									
2018-06-12	UA	UA	UA	2074	UA	N826UA	2074	10529	BDL	Hartford, CT	13930	ORD	Chicago, IL	1825	1815	-10	15	1830	1932	13	2005	1945	-20	0		0	N	160	150	122	1	783									
2018-05-27	WN	WN	WN	3102	WN	N7748A	3102	12889	LAS	Las Vegas, NV	12892	LAX	Los Angeles, CA	855	851	-4	34	925	1010	10	1005	1020	15	0		0	N	70	89	45	1	236	0	0	15	0	0				
2019-08-10	B6	B6	B6	1126	B6	N339JB	1126	11697	FLL	Fort Lauderdale, FL	14492	RDU	Raleigh/Durham, NC	2020	2023	3	24	2047	2231	7	2233	2238	5	0		0	N	133	135	104	1	680									
2019-12-31	AS	AS	AS	1468	AS	N835VA	1468	14747	SEA	Seattle, WA	10693	BNA	Nashville, TN	955	1005	10	30	1035	1619	6	1618	1625	7	0		0	N	263	260	224	1	1978									
2019-05-30	AA	AA_CODESHARE	AA	4572	YX	N414YX	4572	12339	IND	Indianapolis, IN	11057	CLT	Charlotte, NC	855	852	-3	13	905	1017	14	1039	1031	-8	0		0	N	104	99	72	1	427									
2019-11-15	DL	DL_CODESHARE	DL	6009	YX	N235JQ	6009	12339	IND	Indianapolis, IN	12953	LGA	New York, NY	1510	1508	-2	11	1519	1654	6	1716	1700	-16	0		0	N	126	112	95	1	660									
2018-04-06	UA	UA_CODESHARE	UA	5564	OO	N163SY	5564	14771	SFO	San Francisco, CA	14683	SAT	San Antonio, TX	1105	1059	-6	97	1236	1725	3	1649	1728	39	0		0	N	224	269	169	1	1482	0	0	39	0	0				
2019-08-23	UA	UA	UA	2058	UA	N76533	2058	14771	SFO	San Francisco, CA	12266	IAH	Houston, TX	1840	1835	-5	17	1852	32	8	27	40	13	0		0	N	227	245	220	1	1635									
2019-10-19	AA	AA_CODESHARE	AA	4165	MQ	N265NN	4165	10781	BTR	Baton Rouge, LA	11298	DFW	Dallas/Fort Worth, TX	1413	1401	-12	11	1412	1514	16	1548	1530	-18	0		0	N	95	89	62	1	383									
2019-01-01	UA	UA_CODESHARE	UA	3877	ZW	N413AW	3877	13930	ORD	Chicago, IL	10408	ATW	Appleton, WI	1930	1955	25	38	2033	2103	8	2035	2111	36	0		0	N	65	76	30	1	161	25	0	11	0	0				
2018-02-06	B6	B6	B6	1422	B6	N806JB	1422	13495	MSY	New Orleans, LA	11697	FLL	Fort Lauderdale, FL	922	910	-12	12	922	1151	6	1209	1157	-12	0		0	N	107	107	89	1	674									
2018-01-19	UA	UA_CODESHARE	UA	4615	AX	N14116	4615	11292	DEN	Denver, CO	12278	ICT	Wichita, KS	950	946	-4	12	958	1153	4	1220	1157	-23	0		0	N	90	71	55	1	420									
2018-12-20	UA	UA	UA	2037	UA	N37464	2037	11618	EWR	Newark, NJ	12266	IAH	Houston, TX	550	549	-1	12	601	826	10	847	836	-11	0		0	N	237	227	205	1	1400									
2019-08-31	HA	HA	HA	153	HA	N480HA	153	12173	HNL	Honolulu, HI	12982	LIH	Lihue, HI	736	730	-6	12	742	804	5	817	809	-8	0		0	N	41	39	22	1	102									
2018-05-08	WN	WN	WN	1500	WN	N7752B	1500	15016	STL	St. Louis, MO	13871	OMA	Omaha, NE	1045	1207	82	8	1215	1308	3	1155	1311	76	0		0	N	70	64	53	1	342	76	0	0	0	0				
2018-09-24	UA	UA_CODESHARE	UA	5426	OO	N789SK	5426	13930	ORD	Chicago, IL	11267	DAY	Dayton, OH	1400	1354	-6	29	1423	1611	4	1626	1615	-11	0		0	N	86	81	48	1	240									
2018-06-16	DL	DL	DL	2165	DL	N955DL	2165	13198	MCI	Kansas City, MO	10397	ATL	Atlanta, GA	705	702	-3	12	714	946	6	1004	952	-12	0		0	N	119	110	92	1	692									
2018-06-20	AA	AA_CODESHARE	AA	2870	EV	N720EV	2870	11298	DFW	Dallas/Fort Worth, TX	11481	ECP	Panama City, FL	1835	1914	39	19	1933	2059	2	2041	2101	20	0		0	N	126	107	86	1	685	20	0	0	0	0				
2019-10-28	DL	DL_CODESHARE	DL	4314	OO	N506CA	4314	11433	DTW	Detroit, MI	15070	SWF	Newburgh/Poughkeepsie, NY	1541	1537	-4	11	1548	1655	3	1722	1658	-24	0		0	N	101	81	67	1	479									
2019-08-26	AA	AA	AA	1958	AA	N747UW	1958	11066	CMH	Columbus, OH	14107	PHX	Phoenix, AZ	749	857	68	11	908	942	10	909	952	43	0		0	N	260	235	214	1	1670	43	0	0	0	0				
2018-06-04	DL	DL_CODESHARE	DL	4461	OO	N257SY	4461	14869	SLC	Salt Lake City, UT	12280	IDA	Idaho Falls, ID	1345	1343	-2	11	1354	1428	4	1448	1432	-16	0		0	N	63	49	34	1	188									
2019-05-22	AS	AS_CODESHARE	AS	2210	QX	N402QX	2210	14747	SEA	Seattle, WA	16101	YKM	Yakima, WA	1020	1014	-6	37	1051	1116	4	1110	1120	10	0		0	N	50	66	25	1	103									
2019-03-25	AS	AS	AS	572	AS	N253AK	572	14057	PDX	Portland, OR	14679	SAN	San Diego, CA	1155	1151	-4	9	1200	1416	3	1420	1419	-1	0		0	N	145	148	136	1	933									
2019-05-28	AA	AA	AA	1048	AA	N955AN	1048	13303	MIA	Miami, FL	11278	DCA	Washington, DC	829	824	-5	13	837	1050	5	1059	1055	-4	0		0	N	150	151	133	1	919									
2018-11-25	AA	AA_CODESHARE	AA	5676	OH	N518AE	5676	12217	HSV	Huntsville, AL	11057	CLT	Charlotte, NC	1004	1001	-3	14	1015	1214	24	1236	1238	2	0		0	N	92	97	59	1	333									
2018-11-04	UA	UA	UA	396	UA	N778UA	396	12173	HNL	Honolulu, HI	14771	SFO	San Francisco, CA	2200	2154	-6	28	2222	444	6	455	450	-5	0		0	N	295	296	262	1	2398									
2018-03-26	UA	UA_CODESHARE	UA	5197	OO	N934SW	5197	14771	SFO	San Francisco, CA	10800	BUR	Burbank, CA	1325	1320	-5	17	1337	1430	7	1446	1437	-9	0		0	N	81	77	53	1	326									
2019-11-14	AA	AA	AA	1661	AA	N700UW	1661	11057	CLT	Charlotte, NC	12266	IAH	Houston, TX	1444	1537	53	14	1551	1705	5	1637	1710	33	0		0	N	173	153	134	1	912	33	0	0	0	0				
2019-07-11	DL	DL	DL	828	DL	N317DN	828	10397	ATL	Atlanta, GA	12892	LAX	Los Angeles, CA	1915	2014	59	18	2032	2135	9	2100	2144	44	0		0	N	285	270	243	1	1947	20	0	0	0	24				
2018-08-02	UA	UA	UA	1402	UA	N57864	1402	13930	ORD	Chicago, IL	14771	SFO	San Francisco, CA	2240	2351	71	15	6	154	6	105	200	55	0		0	N	265	249	228	1	1846	3	0	0	0	52				
2018-06-29	DL	DL_CODESHARE	DL	5205	9E	N137EV	5205	10431	AVL	Asheville, NC	10397	ATL	Atlanta, GA	1010	1021	11	12	1033	1109	7	1114	1116	2	0		0	N	64	55	36	1	164									
2018-07-10	AA	AA	AA	2248	AA	N142AN	2248	14771	SFO	San Francisco, CA	11298	DFW	Dallas/Fort Worth, TX	1342	1349	7	22	1411	1915	13	1930	1928	-2	0		0	N	228	219	184	1	1464									
2018-12-28	WN	WN	WN	4326	WN	N228WN	4326	12889	LAS	Las Vegas, NV	10800	BUR	Burbank, CA	1310	1327	17	10	1337	1421	2	1415	1423	8	0		0	N	65	56	44	1	223									
2018-06-26	HA	HA	HA	224	HA	N477HA	224	12982	LIH	Lihue, HI	12173	HNL	Honolulu, HI	2050	2043	-7	14	2057	2118	11	2126	2129	3	0		0	N	36	46	21	1	102									
2018-12-17	UA	UA	UA	1581	UA	N448UA	1581	13930	ORD	Chicago, IL	13871	OMA	Omaha, NE	805	800	-5	26	826	926	3	939	929	-10	0		0	N	94	89	60	1	416									
2018-03-25	AA	AA	AA	1905	AA	N575UW	1905	11057	CLT	Charlotte, NC	13204	MCO	Orlando, FL	935	934	-1	23	957	1103	11	1124	1114	-10	0		0	N	109	100	66	1	468									
2018-03-19	UA	UA	UA	1430	UA	N14115	1430	13830	OGG	Kahului, HI	11292	DEN	Denver, CO	2035	2023	-12	8	2031	615	5	710	620	-50	0		0	N	395	357	344	1	3302									
2019-11-06	WN	WN	WN	3820	WN	N7864B	3820	14107	PHX	Phoenix, AZ	11259	DAL	Dallas, TX	735	733	-2	10	743	1029	2	1055	1031	-24	0		0	N	140	118	106	1	879									
2018-06-18	UA	UA_CODESHARE	UA	5047	OO	N916SW	5047	12264	IAD	Washington, DC	11027	CKB	Clarksburg/Fairmont, WV	1230	1218	-12	16	1234	1305	2	1339	1307	-32	0		0	N	69	49	31	1	151									
2019-08-04	UA	UA	UA	1858	UA	N69826	1858	12266	IAH	Houston, TX	11618	EWR	Newark, NJ	945	942	-3	16	958	1357	4	1427	1401	-26	0		0	N	222	199	179	1	1400									
2019-07-26	AA	AA	AA	1617	AA	N964TW	1617	11298	DFW	Dallas/Fort Worth, TX	13871	OMA	Omaha, NE	1300	1253	-7	19	1312	1436	4	1446	1440	-6	0		0	N	106	107	84	1	583									
2019-07-14	WN	WN	WN	2914	WN	N8326F	2914	13830	OGG	Kahului, HI	13796	OAK	Oakland, CA	915	1145	150	13	1158	1943	5	1720	1948	148	0		0	N	305	303	285	1	2349	148	0	0	0	0				
2019-03-22	DL	DL_CODESHARE	DL	3464	9E	N135EV	3464	12953	LGA	New York, NY	13198	MCI	Kansas City, MO	1111	1204	53	48	1252	1428	4	1348	1432	44	0		0	N	217	208	156	1	1107	0	0	0	0	44				
2019-10-18	AA	AA_CODESHARE	AA	5398	OH	N506AE	5398	14100	PHL	Philadelphia, PA	12451	JAX	Jacksonville, FL	1055	1051	-4	31	1122	1305	6	1315	1311	-4	0		0	N	140	140	103	1	742									
2019-03-26	UA	UA_CODESHARE	UA	4733	AX	N11106	4733	12094	HDN	Hayden, CO	11292	DEN	Denver, CO	1130	1120	-10	8	1128	1157	8	1232	1205	-27	0		0	N	62	45	29	1	141									
2018-02-18	VX	VX	VX	1938	VX	N633VA	1938	14771	SFO	San Francisco, CA	12892	LAX	Los Angeles, CA	2030	2023	-7	20	2043	2138	13	2210	2151	-19	0		0	N	100	88	55	1	337									
2019-07-14	DL	DL	DL	2265	DL	N996AT	2265	13487	MSP	Minneapolis, MN	10693	BNA	Nashville, TN	1749	1747	-2	24	1811	1945	9	1956	1954	-2	0		0	N	127	127	94	1	695									
2019-10-07	UA	UA	UA	1885	UA	N475UA	1885	13495	MSY	New Orleans, LA	11618	EWR	Newark, NJ	1100	1053	-7	11	1104	1436	14	1503	1450	-13	0		0	N	183	177	152	1	1167									
2018-10-26	AS	AS	AS	867	AS	N566AS	867	14831	SJC	San Jose, CA	12982	LIH	Lihue, HI	900	852	-8	12	904	1131	5	1147	1136	-11	0		0	N	347	344	327	1	2466									
2019-01-11	WN	WN	WN	1498	WN	N8524Z	1498	10821	BWI	Baltimore, MD	13204	MCO	Orlando, FL	1815	1808	-7	11	1819	2005	6	2040	2011	-29	0		0	N	145	123	106	1	787									
2018-05-07	WN	WN	WN	643	WN	N8529Z	643	13204	MCO	Orlando, FL	11292	DEN	Denver, CO	1950	1959	9	13	2012	2143	10	2150	2153	3	0		0	N	240	234	211	1	1546									
2019-03-14	B6	B6	B6	168	B6	N552JB	168	13796	OAK	Oakland, CA	12478	JFK	New York, NY	2350	123	93	17	140	936	8	822	944	82	0		0	N	332	321	296	1	2576	0	0	0	0	82				
2018-01-07	UA	UA_CODESHARE	UA	3819	ZW	N408AW	3819	10434	AVP	Scranton/Wilkes-Barre, PA	13930	ORD	Chicago, IL	1715	2014	179	15	2029	2127	9	1840	2136	176	0		0	N	145	142	118	1	632	0	0	166	0	10				
2018-06-03	DL	DL_CODESHARE	DL	6008	YX	N211JQ	6008	12953	LGA	New York, NY	10693	BNA	Nashville, TN	840	1212	212	28	1240	1329	12	1025	1341	196	0		0	N	165	149	109	1	764	196	0	0	0	0				
2018-03-13	AA	AA	AA	2256	AA	N835NN	2256	11057	CLT	Charlotte, NC	13198	MCI	Kansas City, MO	2225	2215	-10	20	2235	2336	8	2356	2344	-12	0		0	N	151	149	121	1	808									
2019-02-27	AS	AS	AS	572	AS	N419AS	572	14057	PDX	Portland, OR	14679	SAN	San Diego, CA	1210	1207	-3	29	1236	1446	2	1435	1448	13	0		0	N	145	161	130	1	933									
2019-07-27	UA	UA	UA	381	UA	N67815	381	13930	ORD	Chicago, IL	14100	PHL	Philadelphia, PA	810	807	-3	16	823	1059	4	1109	1103	-6	0		0	N	119	116	96	1	678									
2018-01-15	B6	B6	B6	1384	B6	N368JB	1384	14492	RDU	Raleigh/Durham, NC	10721	BOS	Boston, MA	1247	1428	101	31	1459	1619	8	1434	1627	113	0		0	N	107	119	80	1	612	6	0	12	0	95				
2019-02-04	AA	AA_CODESHARE	AA	5044	OH	N517AE	5044	11057	CLT	Charlotte, NC	10431	AVL	Asheville, NC	945	936	-9	32	1008	1031	3	1047	1034	-13	0		0	N	62	58	23	1	91									
2018-08-10	AA	AA_CODESHARE	AA	3315	MQ	N256NN	3315	12992	LIT	Little Rock, AR	13930	ORD	Chicago, IL	1214	1216	2	16	1232	1351	11	1414	1402	-12	0		0	N	120	106	79	1	552									
2018-07-02	WN	WN	WN	363	WN	N723SW	363	15304	TPA	Tampa, FL	14107	PHX	Phoenix, AZ	705	705	0	21	726	817	5	820	822	2	0		0	N	255	257	231	1	1788									
2019-06-05	DL	DL	DL	1426	DL	N839DN	1426	10397	ATL	Atlanta, GA	15016	STL	St. Louis, MO	2259	2253	-6	14	2307	2326	13	2342	2339	-3	0		0	N	103	106	79	1	484									
2018-12-11	DL	DL_CODESHARE	DL	5436	9E	N181PQ	5436	10792	BUF	Buffalo, NY	12953	LGA	New York, NY	1525	1524	-1	45	1609	1658	8	1656	1706	10	0		0	N	91	102	49	1	292									
2019-03-28	DL	DL_CODESHARE	DL	6034	YX	N868RW	6034	12339	IND	Indianapolis, IN	12953	LGA	New York, NY	900	855	-5	10	905	1045	6	1108	1051	-17	0		0	N	128	116	100	1	660									
2019-02-08	AA	AA	AA	1840	AA	N183UW	1840	11278	DCA	Washington, DC	14107	PHX	Phoenix, AZ	701	1012	191	35	1047	1519	4	1022	1523		0		1	N	321			1	1979									
2018-12-04	UA	UA_CODESHARE	UA	4583	G7	N173GJ	4583	13930	ORD	Chicago, IL	11066	CMH	Columbus, OH	1135	1131	-4	55	1226	1416	5	1355	1421	26	0		0	N	80	110	50	1	296	0	0	26	0	0				
2019-06-06	AA	AA	AA	2769	AA	N317PG	2769	14100	PHL	Philadelphia, PA	10721	BOS	Boston, MA	1240	1239	-1	20	1259	1354	11	1404	1405	1	0		0	N	84	86	55	1	280									
2019-10-22	AA	AA_CODESHARE	AA	5749	YV	N932LR	5749	12448	JAN	Jackson/Vicksburg, MS	11298	DFW	Dallas/Fort Worth, TX	1116	1112	-4	12	1124	1236	10	1251	1246	-5	0		0	N	95	94	72	1	408									
2019-07-01	AA	AA_CODESHARE	AA	3926	MQ	N680AE	3926	13930	ORD	Chicago, IL	14633	RST	Rochester, MN	825	931	66	18	949	1036	3	944	1039	55	0		0	N	79	68	47	1	268	6	0	0	0	49				
2018-09-16	B6	B6	B6	312	B6	N729JB	312	13930	ORD	Chicago, IL	10721	BOS	Boston, MA	1158	1220	22	22	1242	1533	4	1526	1537	11	0		0	N	148	137	111	1	867									
2019-04-02	NK	NK	NK	727	NK	N913NK	727	12898	LBE	Latrobe, PA	11697	FLL	Fort Lauderdale, FL	1916	1912	-4	9	1921	2132	12	2201	2144	-17	0		0	N	165	152	131	1	980									
2018-01-20	AA	AA_CODESHARE	AA	5920	YV	N917FJ	5920	15376	TUS	Tucson, AZ	14107	PHX	Phoenix, AZ	855	925	30	19	944	1041	13	1021	1054	33	0		0	N	86	89	57	1	110	30	0	3	0	0				
2018-08-10	AA	AA	AA	1364	AA	N9620D	1364	13487	MSP	Minneapolis, MN	13930	ORD	Chicago, IL	1925	1940	15	14	1954	2048	15	2105	2103	-2	0		0	N	100	83	54	1	334									
